date,hour,traffic
03/09/14,17,89
03/09/14,18,57
03/09/14,19,65
03/09/14,20,46
03/09/14,21,0
03/09/14,22,0
04/09/14,8,22
04/09/14,9,1
04/09/14,10,33
04/09/14,11,47
04/09/14,12,67
04/09/14,13,54
04/09/14,14,65
04/09/14,15,44
04/09/14,16,33
04/09/14,17,63
04/09/14,18,65
04/09/14,19,60
04/09/14,20,46
04/09/14,21,0
04/09/14,22,0
05/09/14,8,0
05/09/14,9,0
05/09/14,10,28
05/09/14,11,42
05/09/14,12,54
05/09/14,13,46
05/09/14,14,46
05/09/14,15,78
05/09/14,16,94
05/09/14,17,80
05/09/14,18,74
05/09/14,19,58
05/09/14,20,48
05/09/14,21,0
05/09/14,22,0
06/09/14,8,0
06/09/14,9,0
06/09/14,10,46
06/09/14,11,46
06/09/14,12,53
06/09/14,13,91
06/09/14,14,73
06/09/14,15,79
06/09/14,16,87
06/09/14,17,92
06/09/14,18,90
06/09/14,19,57
06/09/14,20,33
06/09/14,21,0
06/09/14,22,0
07/09/14,8,0
07/09/14,9,0
07/09/14,10,37
07/09/14,11,44
07/09/14,12,58
07/09/14,13,65
07/09/14,14,80
07/09/14,15,73
07/09/14,16,55
07/09/14,17,56
07/09/14,18,75
07/09/14,19,39
07/09/14,20,19
07/09/14,21,0
07/09/14,22,0
08/09/14,8,0
08/09/14,9,0
08/09/14,10,19
08/09/14,11,35
08/09/14,12,27
08/09/14,13,52
08/09/14,14,38
08/09/14,15,38
08/09/14,16,32
08/09/14,17,63
08/09/14,18,63
08/09/14,19,53
08/09/14,20,42
08/09/14,21,0
08/09/14,22,0
09/09/14,8,0
09/09/14,9,0
09/09/14,10,24
09/09/14,11,20
09/09/14,12,34
09/09/14,13,24
09/09/14,14,24
09/09/14,15,33
09/09/14,16,48
09/09/14,17,49
09/09/14,18,48
09/09/14,19,55
09/09/14,20,25
09/09/14,21,0
09/09/14,22,0
10/09/14,8,0
10/09/14,9,0
10/09/14,10,29
10/09/14,11,22
10/09/14,12,50
10/09/14,13,42
10/09/14,14,39
10/09/14,15,29
10/09/14,16,42
10/09/14,17,57
10/09/14,18,47
10/09/14,19,56
10/09/14,20,35
10/09/14,21,0
10/09/14,22,0
11/09/14,8,0
11/09/14,9,0
11/09/14,10,30
11/09/14,11,34
11/09/14,12,32
11/09/14,13,34
11/09/14,14,47
11/09/14,15,32
11/09/14,16,46
11/09/14,17,58
11/09/14,18,76
11/09/14,19,48
11/09/14,20,41
11/09/14,21,0
11/09/14,22,0
12/09/14,8,0
12/09/14,9,0
12/09/14,10,24
12/09/14,11,57
12/09/14,12,52
12/09/14,13,53
12/09/14,14,41
12/09/14,15,67
12/09/14,16,67
12/09/14,17,54
12/09/14,18,51
12/09/14,19,64
12/09/14,20,46
12/09/14,21,0
12/09/14,22,0
13/09/14,8,0
13/09/14,9,0
13/09/14,10,19
13/09/14,11,64
13/09/14,12,80
13/09/14,13,61
13/09/14,14,82
13/09/14,15,48
13/09/14,16,78
13/09/14,17,113
13/09/14,18,82
13/09/14,19,81
13/09/14,20,41
13/09/14,21,0
13/09/14,22,0
14/09/14,8,0
14/09/14,9,0
14/09/14,10,22
14/09/14,11,35
14/09/14,12,61
14/09/14,13,67
14/09/14,14,86
14/09/14,15,70
14/09/14,16,66
14/09/14,17,97
14/09/14,18,63
14/09/14,19,37
14/09/14,20,13
14/09/14,21,0
14/09/14,22,0
15/09/14,8,0
15/09/14,9,0
15/09/14,10,23
15/09/14,11,33
15/09/14,12,15
15/09/14,13,29
15/09/14,14,21
15/09/14,15,26
15/09/14,16,26
15/09/14,17,34
15/09/14,18,43
15/09/14,19,36
15/09/14,20,19
15/09/14,21,0
15/09/14,22,0
16/09/14,8,0
16/09/14,9,0
16/09/14,10,18
16/09/14,11,20
16/09/14,12,43
16/09/14,13,38
16/09/14,14,48
16/09/14,15,39
16/09/14,16,44
16/09/14,17,54
16/09/14,18,35
16/09/14,19,32
16/09/14,20,9
16/09/14,21,0
16/09/14,22,0
17/09/14,8,0
17/09/14,9,0
17/09/14,10,27
17/09/14,11,36
17/09/14,12,38
17/09/14,13,32
17/09/14,14,39
17/09/14,15,31
17/09/14,16,43
17/09/14,17,43
17/09/14,18,37
17/09/14,19,38
17/09/14,20,36
17/09/14,21,0
17/09/14,22,0
18/09/14,8,0
18/09/14,9,0
18/09/14,10,31
18/09/14,11,30
18/09/14,12,48
18/09/14,13,31
18/09/14,14,39
18/09/14,15,39
18/09/14,16,30
18/09/14,17,54
18/09/14,18,42
18/09/14,19,50
18/09/14,20,18
18/09/14,21,0
18/09/14,22,0
19/09/14,8,0
19/09/14,9,0
19/09/14,10,34
19/09/14,11,35
19/09/14,12,34
19/09/14,13,34
19/09/14,14,63
19/09/14,15,60
19/09/14,16,51
19/09/14,17,76
19/09/14,18,47
19/09/14,19,60
19/09/14,20,28
19/09/14,21,0
19/09/14,22,0
20/09/14,8,0
20/09/14,9,0
20/09/14,10,45
20/09/14,11,34
20/09/14,12,48
20/09/14,13,74
20/09/14,14,93
20/09/14,15,116
20/09/14,16,73
20/09/14,17,106
20/09/14,18,94
20/09/14,19,66
20/09/14,20,49
20/09/14,21,0
20/09/14,22,0
21/09/14,8,0
21/09/14,9,0
21/09/14,10,23
21/09/14,11,39
21/09/14,12,48
21/09/14,13,51
21/09/14,14,53
21/09/14,15,98
21/09/14,16,98
21/09/14,17,100
21/09/14,18,81
21/09/14,19,51
21/09/14,20,17
21/09/14,21,0
21/09/14,22,0
22/09/14,8,0
22/09/14,9,0
22/09/14,10,16
22/09/14,11,14
22/09/14,12,38
22/09/14,13,35
22/09/14,14,59
22/09/14,15,37
22/09/14,16,33
22/09/14,17,38
22/09/14,18,64
22/09/14,19,34
22/09/14,20,19
22/09/14,21,0
22/09/14,22,0
23/09/14,8,0
23/09/14,9,0
23/09/14,10,22
23/09/14,11,11
23/09/14,12,42
23/09/14,13,65
23/09/14,14,58
23/09/14,15,36
23/09/14,16,31
23/09/14,17,53
23/09/14,18,59
23/09/14,19,36
23/09/14,20,26
23/09/14,21,0
23/09/14,22,0
24/09/14,8,0
24/09/14,9,0
24/09/14,10,33
24/09/14,11,30
24/09/14,12,33
24/09/14,13,26
24/09/14,14,51
24/09/14,15,27
24/09/14,16,49
24/09/14,17,51
24/09/14,18,56
24/09/14,19,47
24/09/14,20,20
24/09/14,21,0
24/09/14,22,0
25/09/14,8,0
25/09/14,9,0
25/09/14,10,32
25/09/14,11,33
25/09/14,12,34
25/09/14,13,44
25/09/14,14,26
25/09/14,15,51
25/09/14,16,52
25/09/14,17,61
25/09/14,18,72
25/09/14,19,54
25/09/14,20,38
25/09/14,21,0
25/09/14,22,0
26/09/14,8,0
26/09/14,9,0
26/09/14,10,23
26/09/14,11,37
26/09/14,12,58
26/09/14,13,49
26/09/14,14,51
26/09/14,15,32
26/09/14,16,58
26/09/14,17,51
26/09/14,18,66
26/09/14,19,43
26/09/14,20,40
26/09/14,21,0
26/09/14,22,0
27/09/14,8,0
27/09/14,9,0
27/09/14,10,36
27/09/14,11,78
27/09/14,12,72
27/09/14,13,98
27/09/14,14,123
27/09/14,15,100
27/09/14,16,118
27/09/14,17,98
27/09/14,18,98
27/09/14,19,60
27/09/14,20,48
27/09/14,21,0
27/09/14,22,0
28/09/14,8,0
28/09/14,9,0
28/09/14,10,22
28/09/14,11,41
28/09/14,12,52
28/09/14,13,67
28/09/14,14,63
28/09/14,15,45
28/09/14,16,104
28/09/14,17,74
28/09/14,18,65
28/09/14,19,44
28/09/14,20,17
28/09/14,21,0
28/09/14,22,0
29/09/14,8,0
29/09/14,9,0
29/09/14,10,25
29/09/14,11,35
29/09/14,12,25
29/09/14,13,26
29/09/14,14,41
29/09/14,15,33
29/09/14,16,54
29/09/14,17,41
29/09/14,18,41
29/09/14,19,36
29/09/14,20,11
29/09/14,21,0
29/09/14,22,0
30/09/14,8,0
30/09/14,9,0
30/09/14,10,17
30/09/14,11,31
30/09/14,12,42
30/09/14,13,32
30/09/14,14,39
30/09/14,15,31
30/09/14,16,43
30/09/14,17,69
30/09/14,18,55
30/09/14,19,36
30/09/14,20,22
30/09/14,21,0
30/09/14,22,0
01/10/14,8,0
01/10/14,9,0
01/10/14,10,30
01/10/14,11,35
01/10/14,12,35
01/10/14,13,34
01/10/14,14,51
01/10/14,15,44
01/10/14,16,65
01/10/14,17,66
01/10/14,18,54
01/10/14,19,56
01/10/14,20,26
01/10/14,21,0
01/10/14,22,0
02/10/14,8,0
02/10/14,9,0
02/10/14,10,35
02/10/14,11,49
02/10/14,12,37
02/10/14,13,43
02/10/14,14,39
02/10/14,15,55
02/10/14,16,57
02/10/14,17,57
02/10/14,18,50
02/10/14,19,53
02/10/14,20,24
02/10/14,21,0
02/10/14,22,0
03/10/14,8,0
03/10/14,9,0
03/10/14,10,29
03/10/14,11,64
03/10/14,12,59
03/10/14,13,64
03/10/14,14,61
03/10/14,15,78
03/10/14,16,81
03/10/14,17,60
03/10/14,18,93
03/10/14,19,94
03/10/14,20,48
03/10/14,21,0
03/10/14,22,0
04/10/14,8,0
04/10/14,9,0
04/10/14,10,64
04/10/14,11,75
04/10/14,12,102
04/10/14,13,114
04/10/14,14,128
04/10/14,15,142
04/10/14,16,160
04/10/14,17,155
04/10/14,18,122
04/10/14,19,123
04/10/14,20,59
04/10/14,21,0
04/10/14,22,0
05/10/14,8,0
05/10/14,9,0
05/10/14,10,33
05/10/14,11,59
05/10/14,12,94
05/10/14,13,101
05/10/14,14,81
05/10/14,15,145
05/10/14,16,129
05/10/14,17,113
05/10/14,18,91
05/10/14,19,68
05/10/14,20,34
05/10/14,21,0
05/10/14,22,0
06/10/14,8,0
06/10/14,9,0
06/10/14,10,21
06/10/14,11,23
06/10/14,12,37
06/10/14,13,39
06/10/14,14,30
06/10/14,15,40
06/10/14,16,39
06/10/14,17,37
06/10/14,18,69
06/10/14,19,32
06/10/14,20,38
06/10/14,21,0
06/10/14,22,0
07/10/14,8,0
07/10/14,9,0
07/10/14,10,18
07/10/14,11,29
07/10/14,12,39
07/10/14,13,47
07/10/14,14,28
07/10/14,15,40
07/10/14,16,40
07/10/14,17,61
07/10/14,18,57
07/10/14,19,38
07/10/14,20,31
07/10/14,21,0
07/10/14,22,0
08/10/14,8,0
08/10/14,9,0
08/10/14,10,21
08/10/14,11,31
08/10/14,12,46
08/10/14,13,27
08/10/14,14,24
08/10/14,15,60
08/10/14,16,60
08/10/14,17,71
08/10/14,18,50
08/10/14,19,48
08/10/14,20,26
08/10/14,21,0
08/10/14,22,0
09/10/14,8,0
09/10/14,9,0
09/10/14,10,36
09/10/14,11,28
09/10/14,12,62
09/10/14,13,61
09/10/14,14,64
09/10/14,15,49
09/10/14,16,50
09/10/14,17,68
09/10/14,18,56
09/10/14,19,64
09/10/14,20,52
09/10/14,21,0
09/10/14,22,0
10/10/14,8,0
10/10/14,9,0
10/10/14,10,33
10/10/14,11,57
10/10/14,12,69
10/10/14,13,62
10/10/14,14,45
10/10/14,15,54
10/10/14,16,79
10/10/14,17,60
10/10/14,18,80
10/10/14,19,85
10/10/14,20,55
10/10/14,21,0
10/10/14,22,0
11/10/14,8,0
11/10/14,9,0
11/10/14,10,41
11/10/14,11,81
11/10/14,12,96
11/10/14,13,95
11/10/14,14,113
11/10/14,15,108
11/10/14,16,90
11/10/14,17,100
11/10/14,18,126
11/10/14,19,79
11/10/14,20,46
11/10/14,21,0
11/10/14,22,0
12/10/14,8,0
12/10/14,9,0
12/10/14,10,60
12/10/14,11,74
12/10/14,12,99
12/10/14,13,112
12/10/14,14,100
12/10/14,15,108
12/10/14,16,142
12/10/14,17,149
12/10/14,18,50
12/10/14,19,83
12/10/14,20,54
12/10/14,21,0
12/10/14,22,0
13/10/14,8,0
13/10/14,9,0
13/10/14,10,17
13/10/14,11,24
13/10/14,12,31
13/10/14,13,33
13/10/14,14,41
13/10/14,15,50
13/10/14,16,50
13/10/14,17,49
13/10/14,18,60
13/10/14,19,42
13/10/14,20,21
13/10/14,21,0
13/10/14,22,0
14/10/14,8,0
14/10/14,9,0
14/10/14,10,42
14/10/14,11,43
14/10/14,12,57
14/10/14,13,53
14/10/14,14,61
14/10/14,15,56
14/10/14,16,44
14/10/14,17,46
14/10/14,18,46
14/10/14,19,26
14/10/14,20,14
14/10/14,21,0
14/10/14,22,0
15/10/14,8,0
15/10/14,9,0
15/10/14,10,36
15/10/14,11,26
15/10/14,12,52
15/10/14,13,53
15/10/14,14,36
15/10/14,15,51
15/10/14,16,81
15/10/14,17,51
15/10/14,18,75
15/10/14,19,68
15/10/14,20,43
15/10/14,21,0
15/10/14,22,0
16/10/14,8,0
16/10/14,9,0
16/10/14,10,22
16/10/14,11,40
16/10/14,12,56
16/10/14,13,57
16/10/14,14,43
16/10/14,15,26
16/10/14,16,40
16/10/14,17,56
16/10/14,18,30
16/10/14,19,45
16/10/14,20,25
16/10/14,21,0
16/10/14,22,0
17/10/14,8,0
17/10/14,9,0
17/10/14,10,19
17/10/14,11,19
17/10/14,12,42
17/10/14,13,52
17/10/14,14,54
17/10/14,15,36
17/10/14,16,56
17/10/14,17,61
17/10/14,18,69
17/10/14,19,55
17/10/14,20,34
17/10/14,21,0
17/10/14,22,0
18/10/14,8,0
18/10/14,9,0
18/10/14,10,47
18/10/14,11,66
18/10/14,12,72
18/10/14,13,82
18/10/14,14,108
18/10/14,15,94
18/10/14,16,137
18/10/14,17,85
18/10/14,18,100
18/10/14,19,74
18/10/14,20,41
18/10/14,21,0
18/10/14,22,0
19/10/14,8,0
19/10/14,9,0
19/10/14,10,13
19/10/14,11,48
19/10/14,12,63
19/10/14,13,69
19/10/14,14,67
19/10/14,15,69
19/10/14,16,81
19/10/14,17,84
19/10/14,18,50
19/10/14,19,44
19/10/14,20,25
19/10/14,21,0
19/10/14,22,0
20/10/14,8,0
20/10/14,9,0
20/10/14,10,20
20/10/14,11,31
20/10/14,12,31
20/10/14,13,30
20/10/14,14,26
20/10/14,15,21
20/10/14,16,48
20/10/14,17,49
20/10/14,18,49
20/10/14,19,30
20/10/14,20,29
20/10/14,21,0
20/10/14,22,0
21/10/14,8,0
21/10/14,9,0
21/10/14,10,21
21/10/14,11,25
21/10/14,12,30
21/10/14,13,50
21/10/14,14,70
21/10/14,15,44
21/10/14,16,48
21/10/14,17,51
21/10/14,18,71
21/10/14,19,47
21/10/14,20,17
21/10/14,21,0
21/10/14,22,0
22/10/14,8,0
22/10/14,9,0
22/10/14,10,25
22/10/14,11,45
22/10/14,12,34
22/10/14,13,52
22/10/14,14,37
22/10/14,15,51
22/10/14,16,49
22/10/14,17,58
22/10/14,18,71
22/10/14,19,63
22/10/14,20,26
22/10/14,21,0
22/10/14,22,0
23/10/14,8,0
23/10/14,9,0
23/10/14,10,26
23/10/14,11,28
23/10/14,12,42
23/10/14,13,46
23/10/14,14,41
23/10/14,15,56
23/10/14,16,65
23/10/14,17,58
23/10/14,18,33
23/10/14,19,56
23/10/14,20,42
23/10/14,21,0
23/10/14,22,0
24/10/14,8,0
24/10/14,9,0
24/10/14,10,23
24/10/14,11,33
24/10/14,12,53
24/10/14,13,58
24/10/14,14,63
24/10/14,15,59
24/10/14,16,78
24/10/14,17,80
24/10/14,18,98
24/10/14,19,46
24/10/14,20,32
24/10/14,21,0
24/10/14,22,0
25/10/14,8,0
25/10/14,9,0
25/10/14,10,21
25/10/14,11,87
25/10/14,12,96
25/10/14,13,96
25/10/14,14,103
25/10/14,15,97
25/10/14,16,131
25/10/14,17,108
25/10/14,18,129
25/10/14,19,82
25/10/14,20,56
25/10/14,21,0
25/10/14,22,0
26/10/14,8,0
26/10/14,9,0
26/10/14,10,22
26/10/14,11,83
26/10/14,12,80
26/10/14,13,72
26/10/14,14,125
26/10/14,15,107
26/10/14,16,120
26/10/14,17,87
26/10/14,18,82
26/10/14,19,41
26/10/14,20,22
26/10/14,21,0
26/10/14,22,0
27/10/14,8,0
27/10/14,9,0
27/10/14,10,35
27/10/14,11,26
27/10/14,12,39
27/10/14,13,41
27/10/14,14,40
27/10/14,15,48
27/10/14,16,35
27/10/14,17,38
27/10/14,18,58
27/10/14,19,45
27/10/14,20,25
27/10/14,21,0
27/10/14,22,0
28/10/14,8,0
28/10/14,9,0
28/10/14,10,19
28/10/14,11,24
28/10/14,12,53
28/10/14,13,49
28/10/14,14,50
28/10/14,15,52
28/10/14,16,39
28/10/14,17,61
28/10/14,18,49
28/10/14,19,47
28/10/14,20,32
28/10/14,21,0
28/10/14,22,0
29/10/14,8,0
29/10/14,9,0
29/10/14,10,36
29/10/14,11,55
29/10/14,12,42
29/10/14,13,50
29/10/14,14,53
29/10/14,15,42
29/10/14,16,37
29/10/14,17,75
29/10/14,18,62
29/10/14,19,53
29/10/14,20,33
29/10/14,21,0
29/10/14,22,0
30/10/14,8,0
30/10/14,9,0
30/10/14,10,46
30/10/14,11,32
30/10/14,12,78
30/10/14,13,47
30/10/14,14,64
30/10/14,15,68
30/10/14,16,63
30/10/14,17,62
30/10/14,18,78
30/10/14,19,59
30/10/14,20,37
30/10/14,21,0
30/10/14,22,0
31/10/14,8,0
31/10/14,9,0
31/10/14,10,23
31/10/14,11,51
31/10/14,12,66
31/10/14,13,46
31/10/14,14,60
31/10/14,15,63
31/10/14,16,89
31/10/14,17,94
31/10/14,18,88
31/10/14,19,86
31/10/14,20,41
31/10/14,21,0
31/10/14,22,0
02/11/14,8,68
02/11/14,9,6
02/11/14,10,33
02/11/14,11,72
02/11/14,12,95
02/11/14,13,106
02/11/14,14,105
02/11/14,15,69
02/11/14,16,92
02/11/14,17,112
02/11/14,18,73
02/11/14,19,44
02/11/14,20,19
02/11/14,21,4
02/11/14,22,0
03/11/14,8,54
03/11/14,9,42
03/11/14,10,31
03/11/14,11,37
03/11/14,12,40
03/11/14,13,43
03/11/14,14,49
03/11/14,15,37
03/11/14,16,68
03/11/14,17,43
03/11/14,18,67
03/11/14,19,63
03/11/14,20,28
03/11/14,21,2
03/11/14,22,0
04/11/14,8,39
04/11/14,9,40
04/11/14,10,44
04/11/14,11,43
04/11/14,12,58
04/11/14,13,70
04/11/14,14,35
04/11/14,15,67
04/11/14,16,65
04/11/14,17,72
04/11/14,18,70
04/11/14,19,54
04/11/14,20,20
04/11/14,21,3
04/11/14,22,0
05/11/14,8,11
05/11/14,9,22
05/11/14,10,59
05/11/14,11,55
05/11/14,12,63
05/11/14,13,52
05/11/14,14,31
05/11/14,15,54
05/11/14,16,47
05/11/14,17,74
05/11/14,18,85
05/11/14,19,41
05/11/14,20,24
05/11/14,21,0
05/11/14,22,0
06/11/14,8,36
06/11/14,9,8
06/11/14,10,43
06/11/14,11,47
06/11/14,12,70
06/11/14,13,64
06/11/14,14,63
06/11/14,15,65
06/11/14,16,53
06/11/14,17,83
06/11/14,18,83
06/11/14,19,63
06/11/14,20,41
06/11/14,21,1
06/11/14,22,0
07/11/14,8,53
07/11/14,9,11
07/11/14,10,34
07/11/14,11,41
07/11/14,12,63
07/11/14,13,45
07/11/14,14,82
07/11/14,15,63
07/11/14,16,77
07/11/14,17,78
07/11/14,18,99
07/11/14,19,96
07/11/14,20,60
07/11/14,21,3
07/11/14,22,0
08/11/14,8,7
08/11/14,9,17
08/11/14,10,52
08/11/14,11,76
08/11/14,12,106
08/11/14,13,148
08/11/14,14,189
08/11/14,15,183
08/11/14,16,208
08/11/14,17,142
08/11/14,18,130
08/11/14,19,107
08/11/14,20,60
08/11/14,21,0
08/11/14,22,0
09/11/14,8,5
09/11/14,9,6
09/11/14,10,30
09/11/14,11,89
09/11/14,12,98
09/11/14,13,150
09/11/14,14,169
09/11/14,15,174
09/11/14,16,181
09/11/14,17,155
09/11/14,18,169
09/11/14,19,96
09/11/14,20,45
09/11/14,21,3
09/11/14,22,0
10/11/14,8,0
10/11/14,9,17
10/11/14,10,61
10/11/14,11,98
10/11/14,12,108
10/11/14,13,104
10/11/14,14,140
10/11/14,15,124
10/11/14,16,141
10/11/14,17,145
10/11/14,18,141
10/11/14,19,111
10/11/14,20,67
10/11/14,21,2
10/11/14,22,0
12/11/14,8,62
12/11/14,9,23
12/11/14,10,21
12/11/14,11,36
12/11/14,12,53
12/11/14,13,38
12/11/14,14,39
12/11/14,15,62
12/11/14,16,67
12/11/14,17,76
12/11/14,18,78
12/11/14,19,60
12/11/14,20,35
12/11/14,21,33
12/11/14,22,15
13/11/14,8,8
13/11/14,9,18
13/11/14,10,24
13/11/14,11,42
13/11/14,12,46
13/11/14,13,51
13/11/14,14,37
13/11/14,15,58
13/11/14,16,65
13/11/14,17,88
13/11/14,18,79
13/11/14,19,55
13/11/14,20,36
13/11/14,21,0
13/11/14,22,0
14/11/14,8,12
14/11/14,9,21
14/11/14,10,35
14/11/14,11,51
14/11/14,12,41
14/11/14,13,72
14/11/14,14,82
14/11/14,15,82
14/11/14,16,79
14/11/14,17,98
14/11/14,18,82
14/11/14,19,86
14/11/14,20,41
14/11/14,21,15
14/11/14,22,0
15/11/14,8,7
15/11/14,9,8
15/11/14,10,67
15/11/14,11,109
15/11/14,12,124
15/11/14,13,157
15/11/14,14,180
15/11/14,15,261
15/11/14,16,202
15/11/14,17,191
15/11/14,18,218
15/11/14,19,135
15/11/14,20,124
15/11/14,21,8
15/11/14,22,0
16/11/14,8,1
16/11/14,9,3
16/11/14,10,37
16/11/14,11,80
16/11/14,12,131
16/11/14,13,127
16/11/14,14,140
16/11/14,15,138
16/11/14,16,136
16/11/14,17,171
16/11/14,18,142
16/11/14,19,67
16/11/14,20,26
16/11/14,21,3
16/11/14,22,0
17/11/14,8,23
17/11/14,9,19
17/11/14,10,13
17/11/14,11,30
17/11/14,12,57
17/11/14,13,50
17/11/14,14,37
17/11/14,15,49
17/11/14,16,41
17/11/14,17,77
17/11/14,18,54
17/11/14,19,65
17/11/14,20,22
17/11/14,21,1
17/11/14,22,0
18/11/14,8,8
18/11/14,9,27
18/11/14,10,39
18/11/14,11,39
18/11/14,12,46
18/11/14,13,60
18/11/14,14,63
18/11/14,15,68
18/11/14,16,50
18/11/14,17,54
18/11/14,18,78
18/11/14,19,38
18/11/14,20,22
18/11/14,21,1
18/11/14,22,0
19/11/14,8,52
19/11/14,9,6
19/11/14,10,33
19/11/14,11,43
19/11/14,12,60
19/11/14,13,71
19/11/14,14,62
19/11/14,15,48
19/11/14,16,69
19/11/14,17,89
19/11/14,18,56
19/11/14,19,71
19/11/14,20,44
19/11/14,21,0
19/11/14,22,0
20/11/14,8,73
20/11/14,9,45
20/11/14,10,61
20/11/14,11,63
20/11/14,12,99
20/11/14,13,72
20/11/14,14,80
20/11/14,15,82
20/11/14,16,65
20/11/14,17,74
20/11/14,18,105
20/11/14,19,92
20/11/14,20,67
20/11/14,21,10
20/11/14,22,0
21/11/14,8,5
21/11/14,9,14
21/11/14,10,60
21/11/14,11,85
21/11/14,12,89
21/11/14,13,98
21/11/14,14,113
21/11/14,15,130
21/11/14,16,102
21/11/14,17,123
21/11/14,18,145
21/11/14,19,119
21/11/14,20,91
21/11/14,21,16
21/11/14,22,0
22/11/14,8,7
22/11/14,9,27
22/11/14,10,76
22/11/14,11,113
22/11/14,12,131
22/11/14,13,178
22/11/14,14,198
22/11/14,15,177
22/11/14,16,202
22/11/14,17,199
22/11/14,18,182
22/11/14,19,152
22/11/14,20,99
22/11/14,21,0
22/11/14,22,0
23/11/14,8,7
23/11/14,9,25
23/11/14,10,71
23/11/14,11,88
23/11/14,12,166
23/11/14,13,162
23/11/14,14,189
23/11/14,15,204
23/11/14,16,177
23/11/14,17,188
23/11/14,18,152
23/11/14,19,95
23/11/14,20,81
23/11/14,21,10
23/11/14,22,0
24/11/14,8,43
24/11/14,9,28
24/11/14,10,19
24/11/14,11,24
24/11/14,12,28
24/11/14,13,54
24/11/14,14,37
24/11/14,15,58
24/11/14,16,50
24/11/14,17,64
24/11/14,18,76
24/11/14,19,50
24/11/14,20,20
24/11/14,21,0
24/11/14,22,0
25/11/14,8,0
25/11/14,9,0
25/11/14,10,30
25/11/14,11,40
25/11/14,12,33
25/11/14,13,62
25/11/14,14,59
25/11/14,15,69
25/11/14,16,42
25/11/14,17,55
25/11/14,18,54
25/11/14,19,65
25/11/14,20,23
25/11/14,21,0
25/11/14,22,0
26/11/14,8,0
26/11/14,9,0
26/11/14,10,33
26/11/14,11,48
26/11/14,12,39
26/11/14,13,56
26/11/14,14,41
26/11/14,15,67
26/11/14,16,86
26/11/14,17,107
26/11/14,18,79
26/11/14,19,72
26/11/14,20,38
26/11/14,21,0
26/11/14,22,0
27/11/14,8,3
27/11/14,9,2
27/11/14,10,40
27/11/14,11,48
27/11/14,12,61
27/11/14,13,61
27/11/14,14,62
27/11/14,15,64
27/11/14,16,73
27/11/14,17,82
27/11/14,18,79
27/11/14,19,72
27/11/14,20,45
27/11/14,21,0
27/11/14,22,0
28/11/14,8,0
28/11/14,9,0
28/11/14,10,40
28/11/14,11,59
28/11/14,12,69
28/11/14,13,87
28/11/14,14,111
28/11/14,15,65
28/11/14,16,105
28/11/14,17,115
28/11/14,18,137
28/11/14,19,111
28/11/14,20,85
28/11/14,21,0
28/11/14,22,0
29/11/14,8,0
29/11/14,9,0
29/11/14,10,50
29/11/14,11,124
29/11/14,12,146
29/11/14,13,138
29/11/14,14,173
29/11/14,15,155
29/11/14,16,156
29/11/14,17,151
29/11/14,18,143
29/11/14,19,94
29/11/14,20,58
29/11/14,21,0
29/11/14,22,0
30/11/14,8,0
30/11/14,9,0
30/11/14,10,23
30/11/14,11,73
30/11/14,12,150
30/11/14,13,124
30/11/14,14,129
30/11/14,15,146
30/11/14,16,153
30/11/14,17,154
30/11/14,18,128
30/11/14,19,66
30/11/14,20,39
30/11/14,21,0
30/11/14,22,0
01/12/14,8,0
01/12/14,9,0
01/12/14,10,27
01/12/14,11,53
01/12/14,12,71
01/12/14,13,57
01/12/14,14,67
01/12/14,15,53
01/12/14,16,70
01/12/14,17,71
01/12/14,18,69
01/12/14,19,85
01/12/14,20,29
01/12/14,21,0
01/12/14,22,0
02/12/14,8,0
02/12/14,9,0
02/12/14,10,37
02/12/14,11,51
02/12/14,12,60
02/12/14,13,60
02/12/14,14,60
02/12/14,15,51
02/12/14,16,82
02/12/14,17,109
02/12/14,18,99
02/12/14,19,103
02/12/14,20,50
02/12/14,21,0
02/12/14,22,0
03/12/14,8,0
03/12/14,9,0
03/12/14,10,49
03/12/14,11,85
03/12/14,12,97
03/12/14,13,91
03/12/14,14,99
03/12/14,15,94
03/12/14,16,118
03/12/14,17,125
03/12/14,18,170
03/12/14,19,130
03/12/14,20,62
03/12/14,21,0
03/12/14,22,0
04/12/14,8,0
04/12/14,9,0
04/12/14,10,53
04/12/14,11,85
04/12/14,12,101
04/12/14,13,106
04/12/14,14,132
04/12/14,15,125
04/12/14,16,111
04/12/14,17,153
04/12/14,18,174
04/12/14,19,157
04/12/14,20,100
04/12/14,21,0
04/12/14,22,0
05/12/14,8,0
05/12/14,9,0
05/12/14,10,77
05/12/14,11,121
05/12/14,12,128
05/12/14,13,130
05/12/14,14,141
05/12/14,15,153
05/12/14,16,138
05/12/14,17,191
05/12/14,18,228
05/12/14,19,163
05/12/14,20,136
05/12/14,21,0
05/12/14,22,0
06/12/14,8,0
06/12/14,9,0
06/12/14,10,58
06/12/14,11,124
06/12/14,12,164
06/12/14,13,234
06/12/14,14,207
06/12/14,15,221
06/12/14,16,227
06/12/14,17,209
06/12/14,18,182
06/12/14,19,144
06/12/14,20,79
06/12/14,21,0
06/12/14,22,0
07/12/14,8,0
07/12/14,9,0
07/12/14,10,38
07/12/14,11,104
07/12/14,12,137
07/12/14,13,155
07/12/14,14,151
07/12/14,15,146
07/12/14,16,167
07/12/14,17,136
07/12/14,18,114
07/12/14,19,107
07/12/14,20,28
