date,hour,traffic
30/04/15,9,0
30/04/15,10,29
30/04/15,11,43
30/04/15,12,55
30/04/15,13,54
30/04/15,14,56
30/04/15,15,40
30/04/15,16,67
30/04/15,17,57
30/04/15,18,76
30/04/15,19,95
30/04/15,20,56
30/04/15,21,0
30/04/15,22,0
02/05/15,9,0
02/05/15,10,43
02/05/15,11,113
02/05/15,12,117
02/05/15,13,163
02/05/15,14,134
02/05/15,15,114
02/05/15,16,128
02/05/15,17,121
02/05/15,18,129
02/05/15,19,105
02/05/15,20,66
02/05/15,21,20
02/05/15,22,0
04/05/15,9,0
04/05/15,10,12
04/05/15,11,55
04/05/15,12,39
04/05/15,13,40
04/05/15,14,49
04/05/15,15,45
04/05/15,16,57
04/05/15,17,50
04/05/15,18,65
04/05/15,19,70
04/05/15,20,20
04/05/15,21,17
04/05/15,22,0
05/05/15,9,0
05/05/15,10,34
05/05/15,11,41
05/05/15,12,47
05/05/15,13,57
05/05/15,14,63
05/05/15,15,44
05/05/15,16,50
05/05/15,17,40
05/05/15,18,57
05/05/15,19,49
05/05/15,20,45
05/05/15,21,5
05/05/15,22,0
06/05/15,9,0
06/05/15,10,23
06/05/15,11,37
06/05/15,12,55
06/05/15,13,54
06/05/15,14,62
06/05/15,15,38
06/05/15,16,73
06/05/15,17,65
06/05/15,18,67
06/05/15,19,100
06/05/15,20,52
06/05/15,21,19
06/05/15,22,0
07/05/15,9,0
07/05/15,10,29
07/05/15,11,40
07/05/15,12,49
07/05/15,13,52
07/05/15,14,43
07/05/15,15,55
07/05/15,16,60
07/05/15,17,58
07/05/15,18,82
07/05/15,19,74
07/05/15,20,46
07/05/15,21,7
07/05/15,22,0
08/05/15,9,0
08/05/15,10,37
08/05/15,11,36
08/05/15,12,53
08/05/15,13,62
08/05/15,14,52
08/05/15,15,43
08/05/15,16,57
08/05/15,17,69
08/05/15,18,78
08/05/15,19,83
08/05/15,20,69
08/05/15,21,17
08/05/15,22,0
09/05/15,9,0
09/05/15,10,22
09/05/15,11,56
09/05/15,12,61
09/05/15,13,99
09/05/15,14,94
09/05/15,15,80
09/05/15,16,102
09/05/15,17,74
09/05/15,18,90
09/05/15,19,68
09/05/15,20,73
09/05/15,21,19
09/05/15,22,0
10/05/15,9,0
10/05/15,10,18
10/05/15,11,60
10/05/15,12,72
10/05/15,13,117
10/05/15,14,107
10/05/15,15,100
10/05/15,16,83
10/05/15,17,97
10/05/15,18,84
10/05/15,19,55
10/05/15,20,33
10/05/15,21,9
10/05/15,22,0
11/05/15,9,0
11/05/15,10,27
11/05/15,11,25
11/05/15,12,35
11/05/15,13,36
11/05/15,14,42
11/05/15,15,33
11/05/15,16,52
11/05/15,17,54
11/05/15,18,60
11/05/15,19,51
11/05/15,20,59
11/05/15,21,17
11/05/15,22,0
12/05/15,9,0
12/05/15,10,18
12/05/15,11,45
12/05/15,12,32
12/05/15,13,61
12/05/15,14,32
12/05/15,15,32
12/05/15,16,37
12/05/15,17,46
12/05/15,18,49
12/05/15,19,28
12/05/15,20,26
12/05/15,21,13
12/05/15,22,0
13/05/15,9,0
13/05/15,10,22
13/05/15,11,28
13/05/15,12,42
13/05/15,13,45
13/05/15,14,43
13/05/15,15,40
13/05/15,16,45
13/05/15,17,66
13/05/15,18,64
13/05/15,19,53
13/05/15,20,65
13/05/15,21,8
13/05/15,22,0
14/05/15,9,0
14/05/15,10,14
14/05/15,11,49
14/05/15,12,45
14/05/15,13,54
14/05/15,14,46
14/05/15,15,47
14/05/15,16,47
14/05/15,17,67
14/05/15,18,83
14/05/15,19,95
14/05/15,20,70
14/05/15,21,8
14/05/15,22,0
15/05/15,9,0
15/05/15,10,14
15/05/15,11,43
15/05/15,12,54
15/05/15,13,47
15/05/15,14,55
15/05/15,15,64
15/05/15,16,83
15/05/15,17,80
15/05/15,18,77
15/05/15,19,86
15/05/15,20,61
15/05/15,21,19
15/05/15,22,0
16/05/15,9,0
16/05/15,10,27
16/05/15,11,71
16/05/15,12,89
16/05/15,13,72
16/05/15,14,79
16/05/15,15,81
16/05/15,16,79
16/05/15,17,66
16/05/15,18,85
16/05/15,19,64
16/05/15,20,45
16/05/15,21,8
16/05/15,22,0
17/05/15,9,0
17/05/15,10,11
17/05/15,11,48
17/05/15,12,79
17/05/15,13,77
17/05/15,14,91
17/05/15,15,69
17/05/15,16,109
17/05/15,17,83
17/05/15,18,88
17/05/15,19,61
17/05/15,20,20
17/05/15,21,12
17/05/15,22,0
18/05/15,9,0
18/05/15,10,16
18/05/15,11,24
18/05/15,12,28
18/05/15,13,23
18/05/15,14,37
18/05/15,15,42
18/05/15,16,31
18/05/15,17,66
18/05/15,18,36
18/05/15,19,38
18/05/15,20,36
18/05/15,21,10
18/05/15,22,0
19/05/15,9,0
19/05/15,10,27
19/05/15,11,28
19/05/15,12,30
19/05/15,13,58
19/05/15,14,43
19/05/15,15,43
19/05/15,16,36
19/05/15,17,49
19/05/15,18,36
19/05/15,19,39
19/05/15,20,34
19/05/15,21,6
19/05/15,22,0
20/05/15,9,0
20/05/15,10,18
20/05/15,11,26
20/05/15,12,44
20/05/15,13,54
20/05/15,14,38
20/05/15,15,42
20/05/15,16,47
20/05/15,17,56
20/05/15,18,55
20/05/15,19,63
20/05/15,20,22
20/05/15,21,5
20/05/15,22,0
21/05/15,9,0
21/05/15,10,38
21/05/15,11,46
21/05/15,12,42
21/05/15,13,71
21/05/15,14,70
21/05/15,15,63
21/05/15,16,68
21/05/15,17,86
21/05/15,18,81
21/05/15,19,78
21/05/15,20,50
21/05/15,21,5
21/05/15,22,0
22/05/15,9,0
22/05/15,10,23
22/05/15,11,70
22/05/15,12,60
22/05/15,13,82
22/05/15,14,73
22/05/15,15,63
22/05/15,16,86
22/05/15,17,109
22/05/15,18,101
22/05/15,19,139
22/05/15,20,82
22/05/15,21,12
22/05/15,22,0
23/05/15,9,0
23/05/15,10,29
23/05/15,11,104
23/05/15,12,132
23/05/15,13,131
23/05/15,14,125
23/05/15,15,96
23/05/15,16,145
23/05/15,17,150
23/05/15,18,184
23/05/15,19,114
23/05/15,20,65
23/05/15,21,18
23/05/15,22,0
25/05/15,9,0
25/05/15,10,29
25/05/15,11,38
25/05/15,12,38
25/05/15,13,48
25/05/15,14,44
25/05/15,15,57
25/05/15,16,65
25/05/15,17,91
25/05/15,18,124
25/05/15,19,97
25/05/15,20,66
25/05/15,21,11
25/05/15,22,0
26/05/15,9,0
26/05/15,10,22
26/05/15,11,49
26/05/15,12,58
26/05/15,13,52
26/05/15,14,76
26/05/15,15,62
26/05/15,16,53
26/05/15,17,94
26/05/15,18,115
26/05/15,19,76
26/05/15,20,70
26/05/15,21,7
26/05/15,22,0
27/05/15,9,0
27/05/15,10,28
27/05/15,11,47
27/05/15,12,45
27/05/15,13,57
27/05/15,14,60
27/05/15,15,48
27/05/15,16,29
27/05/15,17,61
27/05/15,18,64
27/05/15,19,76
27/05/15,20,46
27/05/15,21,2
27/05/15,22,0
28/05/15,9,0
28/05/15,10,21
28/05/15,11,37
28/05/15,12,43
28/05/15,13,52
28/05/15,14,44
28/05/15,15,56
28/05/15,16,44
28/05/15,17,67
28/05/15,18,88
28/05/15,19,82
28/05/15,20,39
28/05/15,21,17
28/05/15,22,0
29/05/15,9,0
29/05/15,10,28
29/05/15,11,45
29/05/15,12,49
29/05/15,13,47
29/05/15,14,36
29/05/15,15,42
29/05/15,16,50
29/05/15,17,82
29/05/15,18,58
29/05/15,19,65
29/05/15,20,75
29/05/15,21,29
29/05/15,22,0
30/05/15,9,0
30/05/15,10,23
30/05/15,11,50
30/05/15,12,79
30/05/15,13,85
30/05/15,14,88
30/05/15,15,107
30/05/15,16,88
30/05/15,17,113
30/05/15,18,114
30/05/15,19,131
30/05/15,20,92
30/05/15,21,14
30/05/15,22,0
31/05/15,9,0
31/05/15,10,14
31/05/15,11,50
31/05/15,12,57
31/05/15,13,70
31/05/15,14,73
31/05/15,15,113
31/05/15,16,51
31/05/15,17,87
31/05/15,18,77
31/05/15,19,58
31/05/15,20,39
31/05/15,21,0
31/05/15,22,0
01/06/15,9,0
01/06/15,10,18
01/06/15,11,31
01/06/15,12,49
01/06/15,13,37
01/06/15,14,62
01/06/15,15,38
01/06/15,16,41
01/06/15,17,64
01/06/15,18,75
01/06/15,19,36
01/06/15,20,49
01/06/15,21,9
01/06/15,22,0
02/06/15,9,0
02/06/15,10,22
02/06/15,11,38
02/06/15,12,44
02/06/15,13,47
02/06/15,14,62
02/06/15,15,42
02/06/15,16,32
02/06/15,17,53
02/06/15,18,54
02/06/15,19,68
02/06/15,20,33
02/06/15,21,12
02/06/15,22,0
03/06/15,9,0
03/06/15,10,27
03/06/15,11,31
03/06/15,12,39
03/06/15,13,59
03/06/15,14,60
03/06/15,15,45
03/06/15,16,41
03/06/15,17,45
03/06/15,18,49
03/06/15,19,76
03/06/15,20,49
03/06/15,21,13
03/06/15,22,0
05/06/15,9,0
05/06/15,10,34
05/06/15,11,61
05/06/15,12,85
05/06/15,13,61
05/06/15,14,93
05/06/15,15,88
05/06/15,16,94
05/06/15,17,65
05/06/15,18,55
05/06/15,19,54
05/06/15,20,88
05/06/15,21,5
05/06/15,22,0
06/06/15,9,0
06/06/15,10,27
06/06/15,11,47
06/06/15,12,75
06/06/15,13,64
06/06/15,14,57
06/06/15,15,62
06/06/15,16,63
06/06/15,17,77
06/06/15,18,68
06/06/15,19,44
06/06/15,20,29
06/06/15,21,14
06/06/15,22,0
07/06/15,9,0
07/06/15,10,18
07/06/15,11,41
07/06/15,12,54
07/06/15,13,36
07/06/15,14,56
07/06/15,15,49
07/06/15,16,36
07/06/15,17,51
07/06/15,18,46
07/06/15,19,39
07/06/15,20,15
07/06/15,21,7
07/06/15,22,0
08/06/15,9,0
08/06/15,10,18
08/06/15,11,17
08/06/15,12,36
08/06/15,13,19
08/06/15,14,18
08/06/15,15,45
08/06/15,16,24
08/06/15,17,37
08/06/15,18,48
08/06/15,19,33
08/06/15,20,28
08/06/15,21,11
08/06/15,22,0
09/06/15,9,0
09/06/15,10,21
09/06/15,11,38
09/06/15,12,24
09/06/15,13,33
09/06/15,14,52
09/06/15,15,51
09/06/15,16,61
09/06/15,17,50
09/06/15,18,59
09/06/15,19,57
09/06/15,20,55
09/06/15,21,8
09/06/15,22,0
10/06/15,9,0
10/06/15,10,27
10/06/15,11,44
10/06/15,12,25
10/06/15,13,44
10/06/15,14,44
10/06/15,15,43
10/06/15,16,33
10/06/15,17,59
10/06/15,18,63
10/06/15,19,52
10/06/15,20,52
10/06/15,21,14
10/06/15,22,0
11/06/15,9,0
11/06/15,10,22
11/06/15,11,37
11/06/15,12,27
11/06/15,13,40
11/06/15,14,42
11/06/15,15,59
11/06/15,16,63
11/06/15,17,53
11/06/15,18,63
11/06/15,19,55
11/06/15,20,42
11/06/15,21,7
11/06/15,22,0
12/06/15,9,0
12/06/15,10,22
12/06/15,11,32
12/06/15,12,57
12/06/15,13,50
12/06/15,14,55
12/06/15,15,35
12/06/15,16,45
12/06/15,17,63
12/06/15,18,66
12/06/15,19,52
12/06/15,20,51
12/06/15,21,17
12/06/15,22,0
13/06/15,9,0
13/06/15,10,34
13/06/15,11,53
13/06/15,12,88
13/06/15,13,73
13/06/15,14,79
13/06/15,15,66
13/06/15,16,72
13/06/15,17,71
13/06/15,18,54
13/06/15,19,58
13/06/15,20,54
13/06/15,21,8
13/06/15,22,0
14/06/15,9,0
14/06/15,10,22
14/06/15,11,43
14/06/15,12,66
14/06/15,13,64
14/06/15,14,77
14/06/15,15,68
14/06/15,16,82
14/06/15,17,66
14/06/15,18,69
14/06/15,19,59
14/06/15,20,55
14/06/15,21,15
14/06/15,22,0
15/06/15,9,0
15/06/15,10,20
15/06/15,11,13
15/06/15,12,32
15/06/15,13,57
15/06/15,14,41
15/06/15,15,38
15/06/15,16,31
15/06/15,17,39
15/06/15,18,48
15/06/15,19,38
15/06/15,20,50
15/06/15,21,6
15/06/15,22,0
16/06/15,9,0
16/06/15,10,26
16/06/15,11,33
16/06/15,12,42
16/06/15,13,42
16/06/15,14,41
16/06/15,15,51
16/06/15,16,31
16/06/15,17,46
16/06/15,18,72
16/06/15,19,61
16/06/15,20,33
16/06/15,21,10
16/06/15,22,0
17/06/15,9,0
17/06/15,10,13
17/06/15,11,24
17/06/15,12,47
17/06/15,13,40
17/06/15,14,44
17/06/15,15,48
17/06/15,16,66
17/06/15,17,69
17/06/15,18,64
17/06/15,19,64
17/06/15,20,57
17/06/15,21,4
17/06/15,22,0
18/06/15,9,0
18/06/15,10,26
18/06/15,11,40
18/06/15,12,50
18/06/15,13,58
18/06/15,14,62
18/06/15,15,56
18/06/15,16,63
18/06/15,17,72
18/06/15,18,63
18/06/15,19,50
18/06/15,20,68
18/06/15,21,8
18/06/15,22,0
19/06/15,9,0
19/06/15,10,26
19/06/15,11,34
19/06/15,12,48
19/06/15,13,82
19/06/15,14,58
19/06/15,15,74
19/06/15,16,69
19/06/15,17,61
19/06/15,18,118
19/06/15,19,91
19/06/15,20,100
19/06/15,21,31
19/06/15,22,0
20/06/15,9,0
20/06/15,10,51
20/06/15,11,71
20/06/15,12,94
20/06/15,13,111
20/06/15,14,99
20/06/15,15,128
20/06/15,16,125
20/06/15,17,123
20/06/15,18,137
20/06/15,19,116
20/06/15,20,75
20/06/15,21,10
20/06/15,22,0
21/06/15,9,0
21/06/15,10,19
21/06/15,11,61
21/06/15,12,100
21/06/15,13,106
21/06/15,14,96
21/06/15,15,124
21/06/15,16,147
21/06/15,17,104
21/06/15,18,133
21/06/15,19,129
21/06/15,20,67
21/06/15,21,12
21/06/15,22,0
22/06/15,9,0
22/06/15,10,16
22/06/15,11,35
22/06/15,12,49
22/06/15,13,70
22/06/15,14,46
22/06/15,15,58
22/06/15,16,40
22/06/15,17,55
22/06/15,18,92
22/06/15,19,60
22/06/15,20,46
22/06/15,21,12
22/06/15,22,0
23/06/15,9,0
23/06/15,10,36
23/06/15,11,42
23/06/15,12,73
23/06/15,13,87
23/06/15,14,59
23/06/15,15,66
23/06/15,16,79
23/06/15,17,82
23/06/15,18,91
23/06/15,19,71
23/06/15,20,55
23/06/15,21,11
23/06/15,22,0
24/06/15,9,0
24/06/15,10,37
24/06/15,11,50
24/06/15,12,60
24/06/15,13,67
24/06/15,14,63
24/06/15,15,43
24/06/15,16,72
24/06/15,17,76
24/06/15,18,79
24/06/15,19,72
24/06/15,20,64
24/06/15,21,5
24/06/15,22,0
25/06/15,9,0
25/06/15,10,44
25/06/15,11,58
25/06/15,12,55
25/06/15,13,70
25/06/15,14,85
25/06/15,15,82
25/06/15,16,96
25/06/15,17,114
25/06/15,18,99
25/06/15,19,106
25/06/15,20,93
25/06/15,21,15
25/06/15,22,0
26/06/15,9,0
26/06/15,10,31
26/06/15,11,51
26/06/15,12,54
26/06/15,13,81
26/06/15,14,66
26/06/15,15,82
26/06/15,16,80
26/06/15,17,88
26/06/15,18,114
26/06/15,19,93
26/06/15,20,91
26/06/15,21,21
26/06/15,22,0
27/06/15,9,0
27/06/15,10,41
27/06/15,11,78
27/06/15,12,106
27/06/15,13,112
27/06/15,14,118
27/06/15,15,138
27/06/15,16,106
27/06/15,17,150
27/06/15,18,112
27/06/15,19,116
27/06/15,20,84
27/06/15,21,35
27/06/15,22,0
28/06/15,9,0
28/06/15,10,35
28/06/15,11,72
28/06/15,12,87
28/06/15,13,129
28/06/15,14,159
28/06/15,15,130
28/06/15,16,128
28/06/15,17,122
28/06/15,18,150
28/06/15,19,149
28/06/15,20,76
28/06/15,21,22
28/06/15,22,0
29/06/15,9,0
29/06/15,10,8
29/06/15,11,27
29/06/15,12,48
29/06/15,13,39
29/06/15,14,60
29/06/15,15,38
29/06/15,16,49
29/06/15,17,76
29/06/15,18,83
29/06/15,19,70
29/06/15,20,44
29/06/15,21,8
29/06/15,22,0
30/06/15,9,0
30/06/15,10,28
30/06/15,11,57
30/06/15,12,42
30/06/15,13,63
30/06/15,14,67
30/06/15,15,85
30/06/15,16,88
30/06/15,17,74
30/06/15,18,99
30/06/15,19,88
30/06/15,20,66
30/06/15,21,7
30/06/15,22,0
01/07/15,9,0
01/07/15,10,34
01/07/15,11,85
01/07/15,12,70
01/07/15,13,66
01/07/15,14,79
01/07/15,15,74
01/07/15,16,89
01/07/15,17,118
01/07/15,18,112
01/07/15,19,75
01/07/15,20,60
01/07/15,21,14
01/07/15,22,0
02/07/15,9,0
02/07/15,10,19
02/07/15,11,38
02/07/15,12,62
02/07/15,13,72
02/07/15,14,65
02/07/15,15,60
02/07/15,16,66
02/07/15,17,102
02/07/15,18,107
02/07/15,19,103
02/07/15,20,62
02/07/15,21,17
02/07/15,22,0
03/07/15,9,0
03/07/15,10,26
03/07/15,11,59
03/07/15,12,39
03/07/15,13,84
03/07/15,14,72
03/07/15,15,81
03/07/15,16,74
03/07/15,17,85
03/07/15,18,84
03/07/15,19,105
03/07/15,20,75
03/07/15,21,12
03/07/15,22,0
04/07/15,9,0
04/07/15,10,21
04/07/15,11,47
04/07/15,12,73
04/07/15,13,92
04/07/15,14,93
04/07/15,15,63
04/07/15,16,82
04/07/15,17,55
04/07/15,18,93
04/07/15,19,89
04/07/15,20,60
04/07/15,21,11
04/07/15,22,0
05/07/15,9,0
05/07/15,10,19
05/07/15,11,48
05/07/15,12,90
05/07/15,13,65
05/07/15,14,69
05/07/15,15,80
05/07/15,16,68
05/07/15,17,81
05/07/15,18,63
05/07/15,19,58
05/07/15,20,32
05/07/15,21,12
05/07/15,22,0
06/07/15,9,0
06/07/15,10,9
06/07/15,11,44
06/07/15,12,56
06/07/15,13,48
06/07/15,14,40
06/07/15,15,44
06/07/15,16,83
06/07/15,17,76
06/07/15,18,61
06/07/15,19,74
06/07/15,20,56
06/07/15,21,24
06/07/15,22,0
07/07/15,9,0
07/07/15,10,27
07/07/15,11,30
07/07/15,12,48
07/07/15,13,60
07/07/15,14,59
07/07/15,15,55
07/07/15,16,57
07/07/15,17,73
07/07/15,18,106
07/07/15,19,65
07/07/15,20,69
07/07/15,21,18
07/07/15,22,0
08/07/15,9,0
08/07/15,10,23
08/07/15,11,34
08/07/15,12,59
08/07/15,13,63
08/07/15,14,63
08/07/15,15,65
08/07/15,16,60
08/07/15,17,74
08/07/15,18,80
08/07/15,19,76
08/07/15,20,69
08/07/15,21,14
08/07/15,22,0
09/07/15,9,0
09/07/15,10,19
09/07/15,11,47
09/07/15,12,58
09/07/15,13,65
09/07/15,14,67
09/07/15,15,76
09/07/15,16,73
09/07/15,17,104
09/07/15,18,94
09/07/15,19,81
09/07/15,20,86
09/07/15,21,9
09/07/15,22,0
10/07/15,9,0
10/07/15,10,35
10/07/15,11,37
10/07/15,12,79
10/07/15,13,72
10/07/15,14,78
10/07/15,15,91
10/07/15,16,76
10/07/15,17,92
10/07/15,18,75
10/07/15,19,96
10/07/15,20,78
10/07/15,21,20
10/07/15,22,0
11/07/15,9,0
11/07/15,10,37
11/07/15,11,78
11/07/15,12,84
11/07/15,13,118
11/07/15,14,87
11/07/15,15,91
11/07/15,16,108
11/07/15,17,100
11/07/15,18,85
11/07/15,19,87
11/07/15,20,68
11/07/15,21,2
11/07/15,22,0
12/07/15,9,0
12/07/15,10,27
12/07/15,11,59
12/07/15,12,78
12/07/15,13,98
12/07/15,14,87
12/07/15,15,63
12/07/15,16,107
12/07/15,17,97
12/07/15,18,63
12/07/15,19,81
12/07/15,20,41
12/07/15,21,5
12/07/15,22,0
13/07/15,9,0
13/07/15,10,26
13/07/15,11,30
13/07/15,12,48
13/07/15,13,37
13/07/15,14,56
13/07/15,15,59
13/07/15,16,66
13/07/15,17,105
13/07/15,18,99
13/07/15,19,92
13/07/15,20,58
13/07/15,21,10
13/07/15,22,0
14/07/15,9,0
14/07/15,10,19
14/07/15,11,25
14/07/15,12,46
14/07/15,13,85
14/07/15,14,61
14/07/15,15,75
14/07/15,16,86
14/07/15,17,107
14/07/15,18,85
14/07/15,19,89
14/07/15,20,39
14/07/15,21,8
14/07/15,22,0
15/07/15,9,0
15/07/15,10,19
15/07/15,11,39
15/07/15,12,52
15/07/15,13,66
15/07/15,14,68
15/07/15,15,74
15/07/15,16,66
15/07/15,17,80
15/07/15,18,109
15/07/15,19,122
15/07/15,20,79
15/07/15,21,19
15/07/15,22,0
16/07/15,9,0
16/07/15,10,18
16/07/15,11,33
16/07/15,12,53
16/07/15,13,70
16/07/15,14,53
16/07/15,15,79
16/07/15,16,77
16/07/15,17,72
16/07/15,18,76
16/07/15,19,78
16/07/15,20,55
16/07/15,21,8
16/07/15,22,0
17/07/15,9,0
17/07/15,10,26
17/07/15,11,43
17/07/15,12,52
17/07/15,13,63
17/07/15,14,49
17/07/15,15,64
17/07/15,16,80
17/07/15,17,57
17/07/15,18,88
17/07/15,19,93
17/07/15,20,77
17/07/15,21,9
17/07/15,22,0
18/07/15,9,0
18/07/15,10,26
18/07/15,11,56
18/07/15,12,75
18/07/15,13,87
18/07/15,14,78
18/07/15,15,102
18/07/15,16,83
18/07/15,17,99
18/07/15,18,84
18/07/15,19,71
18/07/15,20,59
18/07/15,21,11
18/07/15,22,0
19/07/15,9,0
19/07/15,10,25
19/07/15,11,50
19/07/15,12,88
19/07/15,13,95
19/07/15,14,108
19/07/15,15,79
19/07/15,16,66
19/07/15,17,68
19/07/15,18,77
19/07/15,19,72
19/07/15,20,45
19/07/15,21,14
19/07/15,22,0
20/07/15,9,0
20/07/15,10,16
20/07/15,11,38
20/07/15,12,49
20/07/15,13,70
20/07/15,14,43
20/07/15,15,56
20/07/15,16,58
20/07/15,17,66
20/07/15,18,86
20/07/15,19,80
20/07/15,20,67
20/07/15,21,14
20/07/15,22,0
21/07/15,9,0
21/07/15,10,15
21/07/15,11,42
21/07/15,12,38
21/07/15,13,58
21/07/15,14,51
21/07/15,15,32
21/07/15,16,56
21/07/15,17,59
21/07/15,18,77
21/07/15,19,97
21/07/15,20,45
21/07/15,21,14
21/07/15,22,0
22/07/15,9,0
22/07/15,10,31
22/07/15,11,44
22/07/15,12,36
22/07/15,13,83
22/07/15,14,69
22/07/15,15,47
22/07/15,16,87
22/07/15,17,84
22/07/15,18,90
22/07/15,19,79
22/07/15,20,50
22/07/15,21,10
22/07/15,22,0
23/07/15,9,0
23/07/15,10,23
23/07/15,11,37
23/07/15,12,58
23/07/15,13,55
23/07/15,14,62
23/07/15,15,65
23/07/15,16,72
23/07/15,17,98
23/07/15,18,83
23/07/15,19,99
23/07/15,20,63
23/07/15,21,18
23/07/15,22,0
24/07/15,9,0
24/07/15,10,18
24/07/15,11,53
24/07/15,12,54
24/07/15,13,72
24/07/15,14,78
24/07/15,15,81
24/07/15,16,69
24/07/15,17,80
24/07/15,18,89
24/07/15,19,92
24/07/15,20,57
24/07/15,21,24
24/07/15,22,0
25/07/15,9,0
25/07/15,10,19
25/07/15,11,67
25/07/15,12,77
25/07/15,13,111
25/07/15,14,93
25/07/15,15,80
25/07/15,16,73
25/07/15,17,80
25/07/15,18,83
25/07/15,19,68
25/07/15,20,64
25/07/15,21,13
25/07/15,22,0
26/07/15,9,0
26/07/15,10,23
26/07/15,11,43
26/07/15,12,74
26/07/15,13,122
26/07/15,14,92
26/07/15,15,77
26/07/15,16,86
26/07/15,17,110
26/07/15,18,88
26/07/15,19,71
26/07/15,20,41
26/07/15,21,9
26/07/15,22,0
27/07/15,9,0
27/07/15,10,25
27/07/15,11,45
27/07/15,12,36
27/07/15,13,47
27/07/15,14,70
27/07/15,15,59
27/07/15,16,66
27/07/15,17,79
27/07/15,18,84
27/07/15,19,82
27/07/15,20,53
27/07/15,21,3
27/07/15,22,0
28/07/15,9,0
28/07/15,10,24
28/07/15,11,34
28/07/15,12,52
28/07/15,13,55
28/07/15,14,55
28/07/15,15,41
28/07/15,16,62
28/07/15,17,59
28/07/15,18,82
28/07/15,19,88
28/07/15,20,68
28/07/15,21,9
28/07/15,22,0
29/07/15,9,0
29/07/15,10,24
29/07/15,11,35
29/07/15,12,77
29/07/15,13,95
29/07/15,14,73
29/07/15,15,84
29/07/15,16,82
29/07/15,17,64
29/07/15,18,97
29/07/15,19,98
29/07/15,20,49
29/07/15,21,19
29/07/15,22,0
30/07/15,9,0
30/07/15,10,19
30/07/15,11,48
30/07/15,12,30
30/07/15,13,57
30/07/15,14,37
30/07/15,15,61
30/07/15,16,67
30/07/15,17,64
30/07/15,18,83
30/07/15,19,75
30/07/15,20,39
30/07/15,21,11
30/07/15,22,0
31/07/15,9,0
31/07/15,10,17
31/07/15,11,49
31/07/15,12,52
31/07/15,13,71
31/07/15,14,51
31/07/15,15,57
31/07/15,16,62
31/07/15,17,72
31/07/15,18,51
31/07/15,19,64
31/07/15,20,95
31/07/15,21,10
31/07/15,22,0
01/08/15,9,0
01/08/15,10,19
01/08/15,11,50
01/08/15,12,79
01/08/15,13,87
01/08/15,14,69
01/08/15,15,95
01/08/15,16,70
01/08/15,17,104
01/08/15,18,71
01/08/15,19,58
01/08/15,20,59
01/08/15,21,6
01/08/15,22,0
02/08/15,9,0
02/08/15,10,16
02/08/15,11,42
02/08/15,12,67
02/08/15,13,57
02/08/15,14,77
02/08/15,15,56
02/08/15,16,68
02/08/15,17,78
02/08/15,18,75
02/08/15,19,51
02/08/15,20,34
02/08/15,21,14
02/08/15,22,0
03/08/15,9,0
03/08/15,10,21
03/08/15,11,26
03/08/15,12,46
03/08/15,13,61
03/08/15,14,49
03/08/15,15,52
03/08/15,16,48
03/08/15,17,56
03/08/15,18,75
03/08/15,19,58
03/08/15,20,51
03/08/15,21,7
03/08/15,22,0
04/08/15,9,0
04/08/15,10,16
04/08/15,11,39
04/08/15,12,68
04/08/15,13,56
04/08/15,14,65
04/08/15,15,65
04/08/15,16,59
04/08/15,17,93
04/08/15,18,83
04/08/15,19,75
04/08/15,20,50
04/08/15,21,8
04/08/15,22,0
05/08/15,9,0
05/08/15,10,25
05/08/15,11,56
05/08/15,12,50
05/08/15,13,62
05/08/15,14,60
05/08/15,15,59
05/08/15,16,65
05/08/15,17,56
05/08/15,18,66
05/08/15,19,82
05/08/15,20,62
05/08/15,21,12
05/08/15,22,0
06/08/15,9,0
06/08/15,10,19
06/08/15,11,37
06/08/15,12,55
06/08/15,13,41
06/08/15,14,52
06/08/15,15,57
06/08/15,16,66
06/08/15,17,81
06/08/15,18,72
06/08/15,19,92
06/08/15,20,36
06/08/15,21,12
06/08/15,22,0
07/08/15,9,0
07/08/15,10,24
07/08/15,11,57
07/08/15,12,61
07/08/15,13,48
07/08/15,14,31
07/08/15,15,57
07/08/15,16,77
07/08/15,17,74
07/08/15,18,101
07/08/15,19,66
07/08/15,20,46
07/08/15,21,8
07/08/15,22,0
08/08/15,9,0
08/08/15,10,28
08/08/15,11,56
08/08/15,12,66
08/08/15,13,55
08/08/15,14,54
08/08/15,15,63
08/08/15,16,77
08/08/15,17,69
08/08/15,18,46
08/08/15,19,43
08/08/15,20,39
08/08/15,21,7
08/08/15,22,0
09/08/15,9,0
09/08/15,10,14
09/08/15,11,44
09/08/15,12,52
09/08/15,13,46
09/08/15,14,66
09/08/15,15,74
09/08/15,16,88
09/08/15,17,77
09/08/15,18,58
09/08/15,19,51
09/08/15,20,30
09/08/15,21,3
09/08/15,22,0
10/08/15,9,0
10/08/15,10,21
10/08/15,11,29
10/08/15,12,38
10/08/15,13,50
10/08/15,14,60
10/08/15,15,54
10/08/15,16,51
10/08/15,17,57
10/08/15,18,69
10/08/15,19,81
10/08/15,20,44
10/08/15,21,10
10/08/15,22,0
11/08/15,9,0
11/08/15,10,21
11/08/15,11,25
11/08/15,12,59
11/08/15,13,68
11/08/15,14,49
11/08/15,15,43
11/08/15,16,58
11/08/15,17,67
11/08/15,18,83
11/08/15,19,70
11/08/15,20,44
11/08/15,21,13
